220,2021-09-09 15:44:15.817857,FOUR,good,1,4
221,2021-09-09 15:44:15.817858,FIVE,,2,4
222,2021-09-09 15:44:15.817859,ZERO,,3,4
223,2021-09-09 15:44:15.817860,ONE,,4,4
224,2021-09-09 15:44:15.817861,TWO,,5,4
225,2021-09-09 15:44:15.817862,THREE,,6,4
226,2021-09-09 15:44:15.817863,FOUR,,7,4
227,2021-09-09 15:44:15.817864,FIVE,,8,4
228,2021-09-09 15:44:15.817865,ZERO,,9,4
229,2021-09-09 15:44:15.817866,ONE,,10,4
230,2021-09-09 15:44:15.817867,TWO,,11,4
231,2021-09-09 15:44:15.817868,THREE,,12,4
232,2021-09-09 15:44:15.817869,FOUR,,13,4
233,2021-09-09 15:44:15.817870,FIVE,,14,4
234,2021-09-09 15:44:15.817871,ZERO,,15,4
235,2021-09-09 15:44:15.817872,ONE,,16,4
236,2021-09-09 15:44:15.817873,TWO,,17,4
237,2021-09-09 15:44:15.817874,THREE,,18,4
238,2021-09-09 15:44:15.817875,FOUR,,19,4
239,2021-09-09 15:44:15.817876,FIVE,,20,4
240,2021-09-09 15:44:15.817877,ZERO,,21,4
241,2021-09-09 15:44:15.817878,ONE,,22,4
242,2021-09-09 15:44:15.817879,TWO,,23,4
243,2021-09-09 15:44:15.817880,THREE,,24,4
244,2021-09-09 15:44:15.817881,FOUR,,25,4
245,2021-09-09 15:44:15.817882,FIVE,,26,4
246,2021-09-09 15:44:15.817883,ZERO,,27,4
247,2021-09-09 15:44:15.817884,ONE,,28,4
248,2021-09-09 15:44:15.817885,TWO,,29,4
249,2021-09-09 15:44:15.817886,THREE,,30,4
250,2021-09-09 15:44:15.817887,FOUR,,31,4
251,2021-09-09 15:44:15.817888,FIVE,,32,4
252,2021-09-09 15:44:15.817889,ZERO,,33,4
253,2021-09-09 15:44:15.817890,ONE,,34,4
254,2021-09-09 15:44:15.817891,TWO,,35,4
255,2021-09-09 15:44:15.817892,THREE,,36,4
256,2021-09-09 15:44:15.817893,FOUR,,37,4
257,2021-09-09 15:44:15.817894,FIVE,,38,4
258,2021-09-09 15:44:15.817895,ZERO,,39,4
259,2021-09-09 15:44:15.817896,ONE,,40,4
260,2021-09-09 15:44:15.817897,TWO,,41,4
261,2021-09-09 15:44:15.817898,THREE,,42,4
262,2021-09-09 15:44:15.817899,FOUR,,43,4
263,2021-09-09 15:44:15.817900,FIVE,,44,4
264,2021-09-09 15:44:15.817901,ZERO,,45,4
265,2021-09-09 15:44:15.817902,ONE,,46,4
266,2021-09-09 15:44:15.817903,TWO,,47,4
267,2021-09-09 15:44:15.817904,THREE,,48,4
268,2021-09-09 15:44:15.817905,FOUR,,49,4
269,2021-09-09 15:44:15.817906,FIVE,,50,4
270,2021-09-09 15:44:15.817907,ZERO,,51,4
271,2021-09-09 15:44:15.817908,ONE,,52,4
272,2021-09-09 15:44:15.817909,TWO,,53,4
273,2021-09-09 15:44:15.817910,THREE,,54,4
274,2021-09-09 15:44:15.817911,FOUR,,55,4
275,2021-09-09 15:44:15.817912,FIVE,,56,4
276,2021-09-09 15:44:15.817913,ZERO,,57,4
277,2021-09-09 15:44:15.817914,ONE,,58,4
278,2021-09-09 15:44:15.817915,TWO,,59,4
279,2021-09-09 15:44:15.817916,THREE,,60,4
280,2021-09-09 15:44:15.817917,FOUR,,61,4
281,2021-09-09 15:44:15.817918,FIVE,,62,4
282,2021-09-09 15:44:15.817919,ZERO,,63,4
283,2021-09-09 15:44:15.817920,ONE,,64,4
284,2021-09-09 15:44:15.817921,TWO,,65,4
285,2021-09-09 15:44:15.817922,THREE,,66,4
286,2021-09-09 15:44:15.817923,FOUR,,67,4
287,2021-09-09 15:44:15.817924,FIVE,,68,4
288,2021-09-09 15:44:15.817925,ZERO,,69,4
289,2021-09-09 15:44:15.817926,ONE,,70,4
290,2021-09-09 15:44:15.817927,TWO,,71,4
291,2021-09-09 15:44:15.817928,THREE,,72,4
292,2021-09-09 15:44:15.817929,FOUR,,73,4
